     28.4000      0.7238      0.0593      0.2634      0.1005      0.3639      0.1463
     28.5000      0.7249      0.0602      0.2587      0.0984      0.3570      0.1433
     28.6000      0.7259      0.0611      0.2542      0.0964      0.3502      0.1403
     28.7000      0.7271      0.0620      0.2498      0.0944      0.3435      0.1373
     28.8000      0.7282      0.0629      0.2454      0.0925      0.3370      0.1345
     28.9000      0.7294      0.0639      0.2412      0.0906      0.3307      0.1317
     29.0000      0.7306      0.0648      0.2371      0.0887      0.3245      0.1290
     29.1000      0.7319      0.0658      0.2330      0.0870      0.3184      0.1264
     29.2000      0.7332      0.0668      0.2291      0.0852      0.3124      0.1238
     29.3000      0.7345      0.0679      0.2252      0.0835      0.3066      0.1213
     29.4000      0.7359      0.0689      0.2214      0.0819      0.3009      0.1189
     29.5000      0.7373      0.0700      0.2177      0.0802      0.2953      0.1165
     29.6000      0.7387      0.0711      0.2141      0.0787      0.2898      0.1141
     29.7000      0.7402      0.0722      0.2105      0.0771      0.2844      0.1119
     29.8000      0.7417      0.0734      0.2071      0.0756      0.2792      0.1097
     29.9000      0.7433      0.0745      0.2037      0.0742      0.2740      0.1075
     30.0000      0.7449      0.0757      0.2004      0.0728      0.2690      0.1054
     30.1000      0.7466      0.0769      0.1971      0.0714      0.2640      0.1034
     30.2000      0.7483      0.0782      0.1939      0.0700      0.2592      0.1014
     30.3000      0.7500      0.0795      0.1908      0.0687      0.2544      0.0994
     30.4000      0.7518      0.0808      0.1878      0.0674      0.2498      0.0975
     30.5000      0.7536      0.0821      0.1848      0.0661      0.2452      0.0956
     30.6000      0.7555      0.0834      0.1819      0.0649      0.2407      0.0938
     30.7000      0.7574      0.0848      0.1790      0.0637      0.2363      0.0921
     30.8000      0.7594      0.0862      0.1762      0.0625      0.2320      0.0903
     30.9000      0.7614      0.0877      0.1735      0.0614      0.2278      0.0886
     31.0000      0.7634      0.0892      0.1708      0.0603      0.2237      0.0870
     31.1000      0.7656      0.0907      0.1681      0.0592      0.2196      0.0854
     31.2000      0.7677      0.0922      0.1656      0.0581      0.2157      0.0838
     31.3000      0.7699      0.0938      0.1630      0.0571      0.2117      0.0823
     31.4000      0.7722      0.0955      0.1606      0.0561      0.2079      0.0808
     31.5000      0.7745      0.0971      0.1581      0.0551      0.2042      0.0793
     31.6000      0.7769      0.0988      0.1557      0.0541      0.2005      0.0779
     31.7000      0.7793      0.1006      0.1534      0.0531      0.1969      0.0765
     31.8000      0.7818      0.1023      0.1511      0.0522      0.1933      0.0751
     31.9000      0.7844      0.1042      0.1489      0.0513      0.1898      0.0738
     32.0000      0.7870      0.1060      0.1467      0.0504      0.1864      0.0725
     32.1000      0.7897      0.1079      0.1445      0.0496      0.1830      0.0712
     32.2000      0.7924      0.1099      0.1424      0.0487      0.1797      0.0700
     32.3000      0.7952      0.1119      0.1404      0.0479      0.1765      0.0687
     32.4000      0.7981      0.1140      0.1383      0.0471      0.1733      0.0676
     32.5000      0.8010      0.1161      0.1363      0.0463      0.1702      0.0664
     32.6000      0.8040      0.1182      0.1344      0.0455      0.1671      0.0653
     32.7000      0.8071      0.1205      0.1325      0.0447      0.1641      0.0642
     32.8000      0.8102      0.1227      0.1306      0.0440      0.1612      0.0631
     32.9000      0.8134      0.1251      0.1287      0.0433      0.1583      0.0620
     33.0000      0.8167      0.1275      0.1269      0.0426      0.1554      0.0610
